posting_rows,unique_posting_links,first_seen_min,first_seen_max,processed_min,processed_max,companies,job_titles,job_locations
1348454,1348454,2024-01-12,2024-01-17,2024-01-19 09:45:09.215838+00,2024-01-21 17:37:21.080491+00,90605,584544,29153
